TimePeriod,Volume
2024-03-19 07:00:00+00:00,4000
2024-03-19 08:00:00+00:00,5699
2024-03-19 09:00:00+00:00,5915
2024-03-19 10:00:00+00:00,6005
2024-03-19 11:00:00+00:00,5482
2024-03-19 12:00:00+00:00,5835
2024-03-19 13:00:00+00:00,6032
2024-03-19 14:00:00+00:00,6471
2024-03-19 15:00:00+00:00,6541
2024-03-19 16:00:00+00:00,6464
2024-03-19 17:00:00+00:00,7498
2024-03-19 18:00:00+00:00,8166
2024-03-19 19:00:00+00:00,6966
2024-03-19 20:00:00+00:00,7492
2024-03-19 21:00:00+00:00,8473
2024-03-19 22:00:00+00:00,6263
2024-03-19 23:00:00+00:00,3436
2024-03-20 00:00:00+00:00,1663
2024-03-20 01:00:00+00:00,711
2024-03-20 02:00:00+00:00,368
2024-03-20 03:00:00+00:00,241
2024-03-20 04:00:00+00:00,309
2024-03-20 05:00:00+00:00,667
2024-03-20 06:00:00+00:00,1893
2024-03-20 07:00:00+00:00,3898
2024-03-20 08:00:00+00:00,5525
2024-03-20 09:00:00+00:00,5618
2024-03-20 10:00:00+00:00,5377
2024-03-20 11:00:00+00:00,5651
2024-03-20 12:00:00+00:00,5837
2024-03-20 13:00:00+00:00,5891
2024-03-20 14:00:00+00:00,6613
2024-03-20 15:00:00+00:00,6280
2024-03-20 16:00:00+00:00,7673
2024-03-20 17:00:00+00:00,9520
2024-03-20 18:00:00+00:00,8422
2024-03-20 19:00:00+00:00,7940
2024-03-20 20:00:00+00:00,8151
2024-03-20 21:00:00+00:00,9144
2024-03-20 22:00:00+00:00,7539
2024-03-20 23:00:00+00:00,4068
2024-03-21 00:00:00+00:00,1879
2024-03-21 01:00:00+00:00,859
2024-03-21 02:00:00+00:00,498
2024-03-21 03:00:00+00:00,322
2024-03-21 04:00:00+00:00,388
2024-03-21 05:00:00+00:00,891
2024-03-21 06:00:00+00:00,2133
2024-03-21 07:00:00+00:00,4307
2024-03-21 08:00:00+00:00,6364
2024-03-21 09:00:00+00:00,6290
2024-03-21 10:00:00+00:00,5690
2024-03-21 11:00:00+00:00,5947
2024-03-21 12:00:00+00:00,6351
2024-03-21 13:00:00+00:00,6564
2024-03-21 14:00:00+00:00,6979
2024-03-21 15:00:00+00:00,7110
2024-03-21 16:00:00+00:00,7241
2024-03-21 17:00:00+00:00,8503
2024-03-21 18:00:00+00:00,9292
2024-03-21 19:00:00+00:00,8526
2024-03-21 20:00:00+00:00,9151
2024-03-21 21:00:00+00:00,9954
2024-03-21 22:00:00+00:00,9204
2024-03-21 23:00:00+00:00,6360
2024-03-22 00:00:00+00:00,3118
2024-03-22 01:00:00+00:00,1615
2024-03-22 02:00:00+00:00,896
2024-03-22 03:00:00+00:00,581
2024-03-22 04:00:00+00:00,528
2024-03-22 05:00:00+00:00,802
2024-03-22 06:00:00+00:00,1900
2024-03-22 07:00:00+00:00,3354
2024-03-22 08:00:00+00:00,4527
2024-03-22 09:00:00+00:00,4568
2024-03-22 10:00:00+00:00,4829
2024-03-22 11:00:00+00:00,5326
2024-03-22 12:00:00+00:00,5711
2024-03-22 13:00:00+00:00,5825
2024-03-22 14:00:00+00:00,6460
2024-03-22 15:00:00+00:00,6946
2024-03-22 16:00:00+00:00,6795
2024-03-22 17:00:00+00:00,8095
2024-03-22 18:00:00+00:00,8616
2024-03-22 19:00:00+00:00,8935
2024-03-22 20:00:00+00:00,6770
2024-03-22 21:00:00+00:00,6726
2024-03-22 22:00:00+00:00,7020
2024-03-22 23:00:00+00:00,6904
2024-03-23 00:00:00+00:00,6588
2024-03-23 01:00:00+00:00,5325
2024-03-23 02:00:00+00:00,3827
2024-03-23 03:00:00+00:00,2199
2024-03-23 04:00:00+00:00,1355
2024-03-23 05:00:00+00:00,598
2024-03-23 06:00:00+00:00,938
2024-03-23 07:00:00+00:00,1340
2024-03-23 08:00:00+00:00,2016
2024-03-23 09:00:00+00:00,3327
2024-03-23 10:00:00+00:00,4480
2024-03-23 11:00:00+00:00,5497
2024-03-23 12:00:00+00:00,6657
2024-03-23 13:00:00+00:00,7219
2024-03-23 14:00:00+00:00,7483
2024-03-23 15:00:00+00:00,7430
2024-03-23 16:00:00+00:00,7273
2024-03-23 17:00:00+00:00,6675
2024-03-23 18:00:00+00:00,6850
2024-03-23 19:00:00+00:00,7482
2024-03-23 20:00:00+00:00,6393
2024-03-23 21:00:00+00:00,6320
2024-03-23 22:00:00+00:00,6987
2024-03-23 23:00:00+00:00,7707
2024-03-24 00:00:00+00:00,6827
2024-03-24 01:00:00+00:00,5559
2024-03-24 02:00:00+00:00,4014
2024-03-24 03:00:00+00:00,2588
2024-03-24 04:00:00+00:00,1592
2024-03-24 05:00:00+00:00,666
2024-03-24 06:00:00+00:00,870
2024-03-24 07:00:00+00:00,1231
2024-03-24 08:00:00+00:00,1908
2024-03-24 09:00:00+00:00,3067
2024-03-24 10:00:00+00:00,4266
2024-03-24 11:00:00+00:00,4991
2024-03-24 12:00:00+00:00,5888
2024-03-24 13:00:00+00:00,5955
2024-03-24 14:00:00+00:00,5893
2024-03-24 15:00:00+00:00,5780
2024-03-24 16:00:00+00:00,5871
2024-03-24 17:00:00+00:00,5952
2024-03-24 18:00:00+00:00,6063
2024-03-24 19:00:00+00:00,5915
2024-03-24 20:00:00+00:00,5866
2024-03-24 21:00:00+00:00,5049
2024-03-24 22:00:00+00:00,3666
2024-03-24 23:00:00+00:00,2436
2024-03-25 00:00:00+00:00,1391
2024-03-25 01:00:00+00:00,676
2024-03-25 02:00:00+00:00,402
2024-03-25 03:00:00+00:00,306
2024-03-25 04:00:00+00:00,379
2024-03-25 05:00:00+00:00,704
2024-03-25 06:00:00+00:00,1875
2024-03-25 07:00:00+00:00,3664
2024-03-25 08:00:00+00:00,4992
2024-03-25 09:00:00+00:00,5048
2024-03-25 10:00:00+00:00,4810
2024-03-25 11:00:00+00:00,4972
2024-03-25 12:00:00+00:00,5192
2024-03-25 13:00:00+00:00,5435
2024-03-25 14:00:00+00:00,5743
2024-03-25 15:00:00+00:00,5836
2024-03-25 16:00:00+00:00,5660
2024-03-25 17:00:00+00:00,6413
2024-03-25 18:00:00+00:00,6442
2024-03-25 19:00:00+00:00,5660
2024-03-25 20:00:00+00:00,5686
2024-03-25 21:00:00+00:00,5489
2024-03-25 22:00:00+00:00,4189
2024-03-25 23:00:00+00:00,2478
2024-03-26 00:00:00+00:00,1332
2024-03-26 01:00:00+00:00,550
2024-03-26 02:00:00+00:00,295
2024-03-26 03:00:00+00:00,176
2024-03-26 04:00:00+00:00,249
2024-03-26 05:00:00+00:00,627
2024-03-26 06:00:00+00:00,1805
2024-03-26 07:00:00+00:00,3651
2024-03-26 08:00:00+00:00,5374
2024-03-26 09:00:00+00:00,5678
2024-03-26 10:00:00+00:00,5403
2024-03-26 11:00:00+00:00,5343
2024-03-26 12:00:00+00:00,5789
2024-03-26 13:00:00+00:00,6011
2024-03-26 14:00:00+00:00,6333
2024-03-26 15:00:00+00:00,6497
2024-03-26 16:00:00+00:00,6542
2024-03-26 17:00:00+00:00,7800
2024-03-26 18:00:00+00:00,8628
2024-03-26 19:00:00+00:00,7430
2024-03-26 20:00:00+00:00,7802
2024-03-26 21:00:00+00:00,8642
2024-03-26 22:00:00+00:00,7271
2024-03-26 23:00:00+00:00,3465
2024-03-27 00:00:00+00:00,1586
2024-03-27 01:00:00+00:00,583
2024-03-27 02:00:00+00:00,336
2024-03-27 03:00:00+00:00,224
2024-03-27 04:00:00+00:00,281
2024-03-27 05:00:00+00:00,707
2024-03-27 06:00:00+00:00,1871
2024-03-27 07:00:00+00:00,3967
2024-03-27 08:00:00+00:00,5609
2024-03-27 09:00:00+00:00,5751
2024-03-27 10:00:00+00:00,5486
2024-03-27 11:00:00+00:00,5680
2024-03-27 12:00:00+00:00,6217
2024-03-27 13:00:00+00:00,6096
2024-03-27 14:00:00+00:00,6633
2024-03-27 15:00:00+00:00,7335
2024-03-27 16:00:00+00:00,7463
2024-03-27 17:00:00+00:00,9421
2024-03-27 18:00:00+00:00,10408
2024-03-27 19:00:00+00:00,7855
2024-03-27 20:00:00+00:00,8111
2024-03-27 21:00:00+00:00,8200
2024-03-27 22:00:00+00:00,7197
2024-03-27 23:00:00+00:00,4171
2024-03-28 00:00:00+00:00,2183
2024-03-28 01:00:00+00:00,896
2024-03-28 02:00:00+00:00,440
2024-03-28 03:00:00+00:00,305
2024-03-28 04:00:00+00:00,418
2024-03-28 05:00:00+00:00,835
2024-03-28 06:00:00+00:00,2118
2024-03-28 07:00:00+00:00,4092
2024-03-28 08:00:00+00:00,5608
2024-03-28 09:00:00+00:00,5884
2024-03-28 10:00:00+00:00,5477
2024-03-28 11:00:00+00:00,5945
2024-03-28 12:00:00+00:00,6727
2024-03-28 13:00:00+00:00,6687
2024-03-28 14:00:00+00:00,6902
2024-03-28 15:00:00+00:00,7454
2024-03-28 16:00:00+00:00,8019
2024-03-28 17:00:00+00:00,8878
2024-03-28 18:00:00+00:00,9910
2024-03-28 19:00:00+00:00,9955
2024-03-28 20:00:00+00:00,9289
2024-03-28 21:00:00+00:00,9610
2024-03-28 22:00:00+00:00,8270
2024-03-28 23:00:00+00:00,6813
2024-03-29 00:00:00+00:00,4762
2024-03-29 01:00:00+00:00,2257
2024-03-29 02:00:00+00:00,1157
2024-03-29 03:00:00+00:00,700
2024-03-29 04:00:00+00:00,729
2024-03-29 05:00:00+00:00,913
2024-03-29 06:00:00+00:00,1515
2024-03-29 07:00:00+00:00,2240
2024-03-29 08:00:00+00:00,3308
2024-03-29 09:00:00+00:00,4065
2024-03-29 10:00:00+00:00,4836
2024-03-29 11:00:00+00:00,5430
2024-03-29 12:00:00+00:00,5920
2024-03-29 13:00:00+00:00,6113
2024-03-29 14:00:00+00:00,6806
2024-03-29 15:00:00+00:00,7043
2024-03-29 16:00:00+00:00,7113
2024-03-29 17:00:00+00:00,7756
2024-03-29 18:00:00+00:00,8410
2024-03-29 19:00:00+00:00,8802
2024-03-29 20:00:00+00:00,7681
2024-03-29 21:00:00+00:00,7179
2024-03-29 22:00:00+00:00,7579
2024-03-29 23:00:00+00:00,7536
2024-03-30 00:00:00+00:00,6502
2024-03-30 01:00:00+00:00,4600
2024-03-30 02:00:00+00:00,3280
2024-03-30 03:00:00+00:00,2256
2024-03-30 04:00:00+00:00,1528
2024-03-30 05:00:00+00:00,545
2024-03-30 06:00:00+00:00,846
2024-03-30 07:00:00+00:00,1168
2024-03-30 08:00:00+00:00,1905
2024-03-30 09:00:00+00:00,3055
2024-03-30 10:00:00+00:00,4110
2024-03-30 11:00:00+00:00,4782
2024-03-30 12:00:00+00:00,5542
2024-03-30 13:00:00+00:00,5721
2024-03-30 14:00:00+00:00,5708
2024-03-30 15:00:00+00:00,6023
2024-03-30 16:00:00+00:00,6281
2024-03-30 17:00:00+00:00,6464
2024-03-30 18:00:00+00:00,6842
2024-03-30 19:00:00+00:00,7076
2024-03-30 20:00:00+00:00,8295
2024-03-30 21:00:00+00:00,6382
2024-03-30 22:00:00+00:00,6666
2024-03-30 23:00:00+00:00,7075
2024-03-31 00:00:00+00:00,6687
2024-03-31 01:00:00+00:00,4761
2024-03-31 02:00:00+00:00,3127
2024-03-31 03:00:00+00:00,2353
2024-03-31 04:00:00+00:00,1596
2024-03-31 05:00:00+00:00,720
2024-03-31 06:00:00+00:00,976
2024-03-31 07:00:00+00:00,1186
2024-03-31 08:00:00+00:00,1898
2024-03-31 09:00:00+00:00,3077
2024-03-31 10:00:00+00:00,4451
2024-03-31 11:00:00+00:00,5091
2024-03-31 12:00:00+00:00,5751
2024-03-31 13:00:00+00:00,6188
2024-03-31 14:00:00+00:00,6218
2024-03-31 15:00:00+00:00,5577
2024-03-31 16:00:00+00:00,5550
2024-03-31 17:00:00+00:00,5698
2024-03-31 18:00:00+00:00,5446
2024-03-31 19:00:00+00:00,5410
2024-03-31 20:00:00+00:00,5698
2024-03-31 21:00:00+00:00,5070
2024-03-31 22:00:00+00:00,3720
2024-03-31 23:00:00+00:00,2231
2024-04-01 00:00:00+00:00,1276
2024-04-01 01:00:00+00:00,534
2024-04-01 02:00:00+00:00,292
2024-04-01 03:00:00+00:00,254
2024-04-01 04:00:00+00:00,364
2024-04-01 05:00:00+00:00,752
2024-04-01 06:00:00+00:00,1666
2024-04-01 07:00:00+00:00,3324
2024-04-01 08:00:00+00:00,4559
2024-04-01 09:00:00+00:00,4892
2024-04-01 10:00:00+00:00,5001
2024-04-01 11:00:00+00:00,5159
2024-04-01 12:00:00+00:00,5495
2024-04-01 13:00:00+00:00,5533
2024-04-01 14:00:00+00:00,6139
2024-04-01 15:00:00+00:00,6213
2024-04-01 16:00:00+00:00,5954
2024-04-01 17:00:00+00:00,6552
2024-04-01 18:00:00+00:00,6541
2024-04-01 19:00:00+00:00,5713
2024-04-01 20:00:00+00:00,5548
2024-04-01 21:00:00+00:00,5452
2024-04-01 22:00:00+00:00,4126
2024-04-01 23:00:00+00:00,2529
2024-04-02 00:00:00+00:00,1209
2024-04-02 01:00:00+00:00,475
2024-04-02 02:00:00+00:00,235
2024-04-02 03:00:00+00:00,201
2024-04-02 04:00:00+00:00,381
2024-04-02 05:00:00+00:00,788
2024-04-02 06:00:00+00:00,2184
2024-04-02 07:00:00+00:00,4739
2024-04-02 08:00:00+00:00,6336
2024-04-02 09:00:00+00:00,5991
2024-04-02 10:00:00+00:00,5758
2024-04-02 11:00:00+00:00,6081
2024-04-02 12:00:00+00:00,7236
2024-04-02 13:00:00+00:00,7353
2024-04-02 14:00:00+00:00,8074
2024-04-02 15:00:00+00:00,8317
2024-04-02 16:00:00+00:00,8169
2024-04-02 17:00:00+00:00,9791
2024-04-02 18:00:00+00:00,10434
2024-04-02 19:00:00+00:00,9027
2024-04-02 20:00:00+00:00,9265
2024-04-02 21:00:00+00:00,8867
2024-04-02 22:00:00+00:00,7173
2024-04-02 23:00:00+00:00,3550
2024-04-03 00:00:00+00:00,1766
2024-04-03 01:00:00+00:00,635
2024-04-03 02:00:00+00:00,358
2024-04-03 03:00:00+00:00,240
2024-04-03 04:00:00+00:00,251
2024-04-03 05:00:00+00:00,818
2024-04-03 06:00:00+00:00,2397
2024-04-03 07:00:00+00:00,5037
2024-04-03 08:00:00+00:00,6745
2024-04-03 09:00:00+00:00,6603
2024-04-03 10:00:00+00:00,6052
2024-04-03 11:00:00+00:00,6421
2024-04-03 12:00:00+00:00,6937
2024-04-03 13:00:00+00:00,6633
2024-04-03 14:00:00+00:00,6988
2024-04-03 15:00:00+00:00,8174
2024-04-03 16:00:00+00:00,9035
2024-04-03 17:00:00+00:00,10979
2024-04-03 18:00:00+00:00,11279
2024-04-03 19:00:00+00:00,9776
2024-04-03 20:00:00+00:00,9967
2024-04-03 21:00:00+00:00,9581
2024-04-03 22:00:00+00:00,8123
2024-04-03 23:00:00+00:00,4980
2024-04-04 00:00:00+00:00,2020
2024-04-04 01:00:00+00:00,1058
2024-04-04 02:00:00+00:00,747
2024-04-04 03:00:00+00:00,423
2024-04-04 04:00:00+00:00,522
2024-04-04 05:00:00+00:00,1097
2024-04-04 06:00:00+00:00,2521
2024-04-04 07:00:00+00:00,4890
2024-04-04 08:00:00+00:00,6470
2024-04-04 09:00:00+00:00,6366
2024-04-04 10:00:00+00:00,5718
2024-04-04 11:00:00+00:00,6081
2024-04-04 12:00:00+00:00,6443
2024-04-04 13:00:00+00:00,6675
2024-04-04 14:00:00+00:00,7046
2024-04-04 15:00:00+00:00,7234
2024-04-04 16:00:00+00:00,7565
2024-04-04 17:00:00+00:00,8928
2024-04-04 18:00:00+00:00,10020
2024-04-04 19:00:00+00:00,9187
2024-04-04 20:00:00+00:00,10161
2024-04-04 21:00:00+00:00,10028
2024-04-04 22:00:00+00:00,9349
2024-04-04 23:00:00+00:00,6955
2024-04-05 00:00:00+00:00,3701
2024-04-05 01:00:00+00:00,1759
2024-04-05 02:00:00+00:00,884
2024-04-05 03:00:00+00:00,582
2024-04-05 04:00:00+00:00,723
2024-04-05 05:00:00+00:00,1060
2024-04-05 06:00:00+00:00,1977
2024-04-05 07:00:00+00:00,3826
2024-04-05 08:00:00+00:00,4941
2024-04-05 09:00:00+00:00,5121
2024-04-05 10:00:00+00:00,5599
2024-04-05 11:00:00+00:00,6192
2024-04-05 12:00:00+00:00,6691
2024-04-05 13:00:00+00:00,6573
2024-04-05 14:00:00+00:00,7486
2024-04-05 15:00:00+00:00,7704
2024-04-05 16:00:00+00:00,7617
2024-04-05 17:00:00+00:00,8696
2024-04-05 18:00:00+00:00,9387
2024-04-05 19:00:00+00:00,9457
2024-04-05 20:00:00+00:00,8868
2024-04-05 21:00:00+00:00,7943
2024-04-05 22:00:00+00:00,8660
2024-04-05 23:00:00+00:00,9016
2024-04-06 00:00:00+00:00,7817
2024-04-06 01:00:00+00:00,5857
2024-04-06 02:00:00+00:00,4354
2024-04-06 03:00:00+00:00,2867
2024-04-06 04:00:00+00:00,1764
2024-04-06 05:00:00+00:00,744
2024-04-06 06:00:00+00:00,945
2024-04-06 07:00:00+00:00,1460
2024-04-06 08:00:00+00:00,2398
2024-04-06 09:00:00+00:00,3572
2024-04-06 10:00:00+00:00,4857
2024-04-06 11:00:00+00:00,5926
2024-04-06 12:00:00+00:00,6502
2024-04-06 13:00:00+00:00,6579
2024-04-06 14:00:00+00:00,6292
2024-04-06 15:00:00+00:00,6390
2024-04-06 16:00:00+00:00,7307
2024-04-06 17:00:00+00:00,7424
2024-04-06 18:00:00+00:00,8093
2024-04-06 19:00:00+00:00,8305
2024-04-06 20:00:00+00:00,7355
2024-04-06 21:00:00+00:00,7027
2024-04-06 22:00:00+00:00,8396
2024-04-06 23:00:00+00:00,9378
2024-04-07 00:00:00+00:00,8230
2024-04-07 01:00:00+00:00,6074
2024-04-07 02:00:00+00:00,4411
2024-04-07 03:00:00+00:00,3088
2024-04-07 04:00:00+00:00,2002
2024-04-07 05:00:00+00:00,801
2024-04-07 06:00:00+00:00,1001
2024-04-07 07:00:00+00:00,1392
2024-04-07 08:00:00+00:00,2031
2024-04-07 09:00:00+00:00,3262
2024-04-07 10:00:00+00:00,4715
2024-04-07 11:00:00+00:00,5446
2024-04-07 12:00:00+00:00,6219
2024-04-07 13:00:00+00:00,6221
2024-04-07 14:00:00+00:00,6492
2024-04-07 15:00:00+00:00,5926
2024-04-07 16:00:00+00:00,5994
2024-04-07 17:00:00+00:00,6042
2024-04-07 18:00:00+00:00,5758
2024-04-07 19:00:00+00:00,5167
2024-04-07 20:00:00+00:00,4955
2024-04-07 21:00:00+00:00,4416
2024-04-07 22:00:00+00:00,3616
2024-04-07 23:00:00+00:00,2311
2024-04-08 00:00:00+00:00,1072
2024-04-08 01:00:00+00:00,469
2024-04-08 02:00:00+00:00,264
2024-04-08 03:00:00+00:00,212
2024-04-08 04:00:00+00:00,436
2024-04-08 05:00:00+00:00,818
2024-04-08 06:00:00+00:00,1990
2024-04-08 07:00:00+00:00,3966
2024-04-08 08:00:00+00:00,4983
2024-04-08 09:00:00+00:00,4711
2024-04-08 10:00:00+00:00,4728
2024-04-08 11:00:00+00:00,4975
2024-04-08 12:00:00+00:00,5423
2024-04-08 13:00:00+00:00,5867
2024-04-08 14:00:00+00:00,6538
2024-04-08 15:00:00+00:00,6065
2024-04-08 16:00:00+00:00,5969
2024-04-08 17:00:00+00:00,6637
2024-04-08 18:00:00+00:00,7562
2024-04-08 19:00:00+00:00,5634
2024-04-08 20:00:00+00:00,5931
2024-04-08 21:00:00+00:00,5491
2024-04-08 22:00:00+00:00,4687
2024-04-08 23:00:00+00:00,2817
2024-04-09 00:00:00+00:00,1288
2024-04-09 01:00:00+00:00,566
2024-04-09 02:00:00+00:00,234
2024-04-09 03:00:00+00:00,184
2024-04-09 04:00:00+00:00,222
2024-04-09 05:00:00+00:00,725
2024-04-09 06:00:00+00:00,1791
2024-04-09 07:00:00+00:00,4109
2024-04-09 08:00:00+00:00,5542
2024-04-09 09:00:00+00:00,5567
2024-04-09 10:00:00+00:00,5447
2024-04-09 11:00:00+00:00,5531
2024-04-09 12:00:00+00:00,6096
2024-04-09 13:00:00+00:00,6337
2024-04-09 14:00:00+00:00,6862
2024-04-09 15:00:00+00:00,6863
2024-04-09 16:00:00+00:00,7019
2024-04-09 17:00:00+00:00,8016
2024-04-09 18:00:00+00:00,8891
2024-04-09 19:00:00+00:00,7965
2024-04-09 20:00:00+00:00,8334
2024-04-09 21:00:00+00:00,9108
2024-04-09 22:00:00+00:00,8233
2024-04-09 23:00:00+00:00,5688
2024-04-10 00:00:00+00:00,2171
2024-04-10 01:00:00+00:00,755
2024-04-10 02:00:00+00:00,341
2024-04-10 03:00:00+00:00,198
2024-04-10 04:00:00+00:00,329
2024-04-10 05:00:00+00:00,724
2024-04-10 06:00:00+00:00,2090
2024-04-10 07:00:00+00:00,3806
2024-04-10 08:00:00+00:00,4886
2024-04-10 09:00:00+00:00,5191
2024-04-10 10:00:00+00:00,5354
2024-04-10 11:00:00+00:00,5736
2024-04-10 12:00:00+00:00,6221
2024-04-10 13:00:00+00:00,6433
2024-04-10 14:00:00+00:00,6600
2024-04-10 15:00:00+00:00,6742
2024-04-10 16:00:00+00:00,7235
2024-04-10 17:00:00+00:00,8591
2024-04-10 18:00:00+00:00,9704
2024-04-10 19:00:00+00:00,8352
2024-04-10 20:00:00+00:00,8529
2024-04-10 21:00:00+00:00,8239
2024-04-10 22:00:00+00:00,7658
2024-04-10 23:00:00+00:00,5930
2024-04-11 00:00:00+00:00,3192
2024-04-11 01:00:00+00:00,1138
2024-04-11 02:00:00+00:00,540
2024-04-11 03:00:00+00:00,360
2024-04-11 04:00:00+00:00,578
2024-04-11 05:00:00+00:00,1046
2024-04-11 06:00:00+00:00,2467
2024-04-11 07:00:00+00:00,5088
2024-04-11 08:00:00+00:00,6534
2024-04-11 09:00:00+00:00,6040
2024-04-11 10:00:00+00:00,5549
2024-04-11 11:00:00+00:00,5761
2024-04-11 12:00:00+00:00,6082
2024-04-11 13:00:00+00:00,6122
2024-04-11 14:00:00+00:00,7026
2024-04-11 15:00:00+00:00,8263
2024-04-11 16:00:00+00:00,7919
2024-04-11 17:00:00+00:00,10149
2024-04-11 18:00:00+00:00,10926
2024-04-11 19:00:00+00:00,10871
2024-04-11 20:00:00+00:00,10013
2024-04-11 21:00:00+00:00,10263
2024-04-11 22:00:00+00:00,9505
2024-04-11 23:00:00+00:00,7208
2024-04-12 00:00:00+00:00,4669
2024-04-12 01:00:00+00:00,2135
2024-04-12 02:00:00+00:00,940
2024-04-12 03:00:00+00:00,526
2024-04-12 04:00:00+00:00,716
2024-04-12 05:00:00+00:00,1020
2024-04-12 06:00:00+00:00,2175
2024-04-12 07:00:00+00:00,3929
2024-04-12 08:00:00+00:00,4882
2024-04-12 09:00:00+00:00,4735
2024-04-12 10:00:00+00:00,4959
2024-04-12 11:00:00+00:00,5634
2024-04-12 12:00:00+00:00,6830
2024-04-12 13:00:00+00:00,7104
2024-04-12 14:00:00+00:00,6796
2024-04-12 15:00:00+00:00,7242
2024-04-12 16:00:00+00:00,7090
2024-04-12 17:00:00+00:00,7799
2024-04-12 18:00:00+00:00,8314
2024-04-12 19:00:00+00:00,7956
2024-04-12 20:00:00+00:00,6741
2024-04-12 21:00:00+00:00,6467
2024-04-12 22:00:00+00:00,7447
2024-04-12 23:00:00+00:00,7778
2024-04-13 00:00:00+00:00,7100
2024-04-13 01:00:00+00:00,5819
2024-04-13 02:00:00+00:00,4116
2024-04-13 03:00:00+00:00,2548
2024-04-13 04:00:00+00:00,1326
2024-04-13 05:00:00+00:00,541
2024-04-13 06:00:00+00:00,918
2024-04-13 07:00:00+00:00,1461
2024-04-13 08:00:00+00:00,2620
2024-04-13 09:00:00+00:00,3755
2024-04-13 10:00:00+00:00,5166
2024-04-13 11:00:00+00:00,6322
2024-04-13 12:00:00+00:00,7372
2024-04-13 13:00:00+00:00,6840
2024-04-13 14:00:00+00:00,6817
2024-04-13 15:00:00+00:00,7202
2024-04-13 16:00:00+00:00,7289
2024-04-13 17:00:00+00:00,7646
2024-04-13 18:00:00+00:00,8061
2024-04-13 19:00:00+00:00,7740
2024-04-13 20:00:00+00:00,6609
2024-04-13 21:00:00+00:00,6646
2024-04-13 22:00:00+00:00,7548
2024-04-13 23:00:00+00:00,8339
2024-04-14 00:00:00+00:00,7853
2024-04-14 01:00:00+00:00,6930
2024-04-14 02:00:00+00:00,4955
2024-04-14 03:00:00+00:00,2909
2024-04-14 04:00:00+00:00,1804
2024-04-14 05:00:00+00:00,637
2024-04-14 06:00:00+00:00,1022
2024-04-14 07:00:00+00:00,1473
2024-04-14 08:00:00+00:00,2081
2024-04-14 09:00:00+00:00,3215
2024-04-14 10:00:00+00:00,4338
2024-04-14 11:00:00+00:00,5249
2024-04-14 12:00:00+00:00,6266
2024-04-14 13:00:00+00:00,7482
2024-04-14 14:00:00+00:00,6749
2024-04-14 15:00:00+00:00,6095
2024-04-14 16:00:00+00:00,6455
2024-04-14 17:00:00+00:00,6292
2024-04-14 18:00:00+00:00,6292
2024-04-14 19:00:00+00:00,5304
2024-04-14 20:00:00+00:00,5129
2024-04-14 21:00:00+00:00,6620
2024-04-14 22:00:00+00:00,3897
2024-04-14 23:00:00+00:00,2432
2024-04-15 00:00:00+00:00,1567
2024-04-15 01:00:00+00:00,736
2024-04-15 02:00:00+00:00,329
2024-04-15 03:00:00+00:00,252
2024-04-15 04:00:00+00:00,341
2024-04-15 05:00:00+00:00,772
2024-04-15 06:00:00+00:00,2034
2024-04-15 07:00:00+00:00,4103
2024-04-15 08:00:00+00:00,5081
2024-04-15 09:00:00+00:00,4928
2024-04-15 10:00:00+00:00,4902
2024-04-15 11:00:00+00:00,5174
2024-04-15 12:00:00+00:00,5567
2024-04-15 13:00:00+00:00,5815
2024-04-15 14:00:00+00:00,6438
2024-04-15 15:00:00+00:00,6695
2024-04-15 16:00:00+00:00,6653
2024-04-15 17:00:00+00:00,7333
2024-04-15 18:00:00+00:00,7215
2024-04-15 19:00:00+00:00,5757
2024-04-15 20:00:00+00:00,5688
2024-04-15 21:00:00+00:00,5715
2024-04-15 22:00:00+00:00,5128
2024-04-15 23:00:00+00:00,2835
2024-04-16 00:00:00+00:00,1490
2024-04-16 01:00:00+00:00,621
2024-04-16 02:00:00+00:00,279
2024-04-16 03:00:00+00:00,227
2024-04-16 04:00:00+00:00,322
2024-04-16 05:00:00+00:00,700
2024-04-16 06:00:00+00:00,1995
2024-04-16 07:00:00+00:00,4309
2024-04-16 08:00:00+00:00,5718
2024-04-16 09:00:00+00:00,5463
2024-04-16 10:00:00+00:00,5539
2024-04-16 11:00:00+00:00,5386
2024-04-16 12:00:00+00:00,5802
2024-04-16 13:00:00+00:00,5966
2024-04-16 14:00:00+00:00,6573
2024-04-16 15:00:00+00:00,6731
2024-04-16 16:00:00+00:00,6814
2024-04-16 17:00:00+00:00,7523
2024-04-16 18:00:00+00:00,8115
2024-04-16 19:00:00+00:00,6823
2024-04-16 20:00:00+00:00,6946
2024-04-16 21:00:00+00:00,7640
2024-04-16 22:00:00+00:00,6683
2024-04-16 23:00:00+00:00,3353
2024-04-17 00:00:00+00:00,1472
2024-04-17 01:00:00+00:00,615
2024-04-17 02:00:00+00:00,353
2024-04-17 03:00:00+00:00,256
2024-04-17 04:00:00+00:00,343
2024-04-17 05:00:00+00:00,727
2024-04-17 06:00:00+00:00,1965
2024-04-17 07:00:00+00:00,4442
2024-04-17 08:00:00+00:00,5775
2024-04-17 09:00:00+00:00,5604
2024-04-17 10:00:00+00:00,5716
2024-04-17 11:00:00+00:00,5859
2024-04-17 12:00:00+00:00,6304
2024-04-17 13:00:00+00:00,6693
2024-04-17 14:00:00+00:00,7144
